Name,Product Name,Description,Category,Type,Quantity,Estimated Cost,Total Cost,URL
"Top Shelf Plate","3mm Aluminum Sheet","Aluminum sheet forming the top shelf for RF amp, matching networks, and chiller pump.","mechanical","structural",1,40.00,40.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
"Enclosure Front Panel","3mm Aluminum Sheet","Front panel for the enclosure, hosts display, E-stop, USB, power inlet.","mechanical","enclosure",1,35.00,35.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
"Enclosure Rear Panel","3mm Aluminum Sheet","Rear panel for the enclosure, hosts Ethernet, cooling fan, gas ports.","mechanical","enclosure",1,35.00,35.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
"Enclosure Left Side Panel","3mm Aluminum Sheet","Left side panel for the enclosure.","mechanical","enclosure",1,40.00,40.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
"Enclosure Right Side Panel","3mm Aluminum Sheet","Right side panel for the enclosure.","mechanical","enclosure",1,40.00,40.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
"Enclosure Top Panel","3mm Aluminum Sheet","Top panel for the enclosure.","mechanical","enclosure",1,40.00,40.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxmhZPDj39Nril5a8DhnJ25CrE6l8sHtzd5Rlte8sgUsLOzpcy6D1bwHocvdPsPnFjqvAPfmIvGUbpxG6yxhnBJINf4V1uya63b6TxrJy8HhH8z8IyDXzlbbHkH1CsUYS7zakJiS0AUp9r8LPC3n5Vm46Rg6fQG8v1rmjMCTOUtlaET5F9XPTKIuEL3WuBWtheOLbQHL06K8oRdbgmcEc6NeRd4XBjiYKOiOsGczioeNoo3Eq4C1j89M3f5nUPaV1DLGYB09OGEzZWtfJzaWInCOig1s2r1JlnYfyvGpd4zWEeYwOfeUYPwkLUiUuSmfk04G94irIG8CAxj9xbZpwDGaeE3MBJGvFTBCzmC201pjL9AWAJTps7gO466kWugMvBftLcP4cF4PD9dMA3iPq5lNddVFdl0P0XfcyNn7rWJCQzAqMTmwVojdjG3G4fIMxFdpHykKKKc3kkkVwMOvoEtpEvzJoRRTeU6B3eW4edpz8tuvZlIl2VpxotRZODamhO6rKHGFaVerQnJRhGa8RS2QdnrHyjqMFJJ6IFEIWPsXrgaQopy5NVAsRhfQphHtRFLsITToAsYuFgGPrggTfkraa1xq8ZNVBLvfhYJazSQAnoaP8XKU5b3jYaG78aRyV72jpt0PIImjBhoruQOpdumX"
"Enclosure Acoustic Foam","25mm Melamine Acoustic Foam","Fire-rated melamine acoustic foam for interior lining of the enclosure.","mechanical","enclosure",4,25.00,100.00,"https://www.amazon.com/s?k=melamine+acoustic+foam+25mm+fire+rated"
"Enclosure Door (Acrylic)","5mm Acrylic Sheet","Acrylic door with magnetic interlock for observation and access.","mechanical","enclosure",1,25.00,25.00,"https://www.amazon.com/s?k=5mm+acrylic+sheet+400x350mm"
"Enclosure Door Hinge","Stainless Steel Piano Hinge","Small stainless steel hinge for the enclosure door.","mechanical","misc",1,8.00,8.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxRtuCLB98eDCboRpgyZsB3zYCTMo0QUpJuwLmpQry44G5I52VWAf6tOmJLxln3dQzpmia3ewV8TTcEFsd5wcEDkTfzBE9gIZSn81y42owXKay6F56yKqY6tqEDKQeG3oMWpNi4CQtUCPQWtw5WN1V2pbn16hvFVC0FZrvXXpsXpeMwstYPS8o8EKIGCuv1NQKatPa6GCG8W2OTNL7vCtC1vE9PPkfhXWWEdXCwMzO2B1SgVsR7zO7TaGknCnUpgqSUMKtRy0d5mQbLyRPDxKKBRjXPEWYCVQodCNwZ7xRirXRYdXPrMDyuUGInGVJozQbqcx34qdQzvTJdM5JY42dfUJC1K65rUCQiDPOmVtwN2gheQllK6h5Xo9dqbZLR38HmsU8VvAtEZjuOVuzskLxD8CKcoDGewNqLUcNLFk14OfufqqgtB33YwvKihkZi3HmWdFRwuvD4iyQv6iT13yhwgRMaPDiALPJ4WAekSPr07XnaL76mw0DCce2puZfoH4FFEz3rC9eJ8GoOwkxfyM8MaiaKf6UNKEic3PAX5HznV1jV6ZDCDM44aeSjsy9gDQ46w1Sp4gnENC8tUusqhrm5DCpy59cq6z9heRAGl6LD13aafm75d5WSkBpbV3G3ZezQ7NN4SHdy1QkJtAuQh1JiX1"
"Magnetic Door Catch","Magnetic Cabinet Catch","Magnetic catch for the enclosure door, interfaces with door interlock.","mechanical","misc",2,3.00,6.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxHvsALUFafKQInohbhqBYFBn8ezUeYnMGtR33uuzMtBedjBjyZrFlcnXPAAYFoFRKgxYbkEZje8kA5THroOGvC6QAV4GGCo4d9wyEBnQcBADTLbRptE81O0yfjLMq5lU8GuSQkWpwZdhHlXSrBRf3bPqw9cL865HS9lwu9sShqoNdGjKhkL5nDsJ1IJ3bhElLoMCSrxP9sPqDtFhmk9SUnWUr9Zk1T92wC2hcBTOSbr5nWqMjRZvEqRByDPmoRMacpkyMIRbboaGRTNjWGiBhQb5ijVd6W5zsfVPP0nRNj6KGtFEGLChpOcS885s20cX3R6Xb9WUl0x8SXqMzhwkfHBycfZfbOa2PsxljMP6t6f23PbrKipu0l1i82b4b2U11WNfDVrR9816n6sjXhugw4D354OGrCpOoyU26N4wqsx0zCaQ2lD2kt7dLKBRe0yN2KjFGuQ0MAziwbcht3iyemEUCjjTmjEPO1BFRUcbWcfypUCwZm5tsZ1e1SHRDzSVN503uf4oYfnHVTqzLh8y96w8A37XwPzj96VVtzEeUR7j3IjN4GHXUKtzx3r8yNIL6ArVNNkZmDFmhLdXvrccEsQYhJtTRVqdXDRjWB3M7A2Iyy6aZYVCl2LB2EIBQFUWiJMN5y71A1jwgSeLS0kPTY1N"
"120mm Enclosure Cooling Fan","Noctua NF-F12 industrialPPC-2000 IP67 PWM","120mm filtered intake fan for cooling the enclosure and RF amp heatsink.","mechanical","misc",1,28.00,28.00,"https://www.amazon.com/dp/B0BKGTX5QX?tag=blueprintam-20&linkCode=osi&th=1&psc=1"
"120mm Fan Filter","120mm Dust Filter Grill","Filter for the 120mm intake fan.","mechanical","misc",1,6.00,6.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0Jxhb8uZbgHgoN2bJ4fsuI6QIqtYLSufWZedycziDerCd44v19SqZjcIGR95FLC1Mm1kufThTIylCqYod7DzmN3avHtdO4VEO6T05QKgR83ETRDvSP71sRBs0Z1LDWzHlwiMpdqYRkCDRf5wb7ywVeO5f7wJSri7H7wrqwMzU1FtxmJrF1GcEp0ULEHGNsIfayOLNWawh2CdiFglZMW8Nqze1hGWGvgq6BSK0mkS4Zzbe0NbMyif2fSnUXckbWZXs6NGj6Vf3EsfN4R5tkX0JIVUVqbGmG8YXzqRrJ5og8umiFjqE39vf1iXlinstU5Xm4GSNl3vPTFDx39fWJmbHBe5wrRUXEHSRkPJe9DQdqNuFA3GYqLJhrXTjkrH8DWyOS7xOuPwy7ITQGavvjMbjEeWDgHm48tafbFdfgmzISspOe5mvkxQ9lglWwli127ME855URYghO1T8qXjj5YEB5xvWgMMLAhZjzp7VhfDMbRi8OL0ZFYLTezyCAc6NvDOJFwIdka0ZHH42Ggb6FxKzbZ1Xd5zwcG9oM6ld9XmEbUqzJ321EVbler4qINBlCSoJqRQjWJJTENXaAYd5MVickHSDDQCe8KGzmc8lqa6jo3deFv8m15f7HfeaAZW7S1bD5Kkg9KDbC0ADx8wOXl6kKhn5Z"
"RF Amp A Mount Plate","6mm Aluminum Plate","Mounting plate for RF Amplifier A on the top shelf.","mechanical","structural",1,15.00,15.00,"https://www.adafruit.com/product/1220"
"RF Amp B Mount Plate","6mm Aluminum Plate","Mounting plate for RF Amplifier B on the top shelf.","mechanical","structural",1,15.00,15.00,"https://www.adafruit.com/product/1220"
"Matching Network Mount Bracket","","3D printed bracket to mount each impedance matching network module.","mechanical","3d_printed",8,2.50,20.00,"https://www.amazon.com/s?k=petg+filament"
"Chiller Pump Mount Bracket","","3D printed bracket for securing the circulation pump to the top shelf.","mechanical","3d_printed",1,3.00,3.00,"https://www.amazon.com/s?k=petg+filament"
"Water Bath Reservoir","Polypropylene Water Tank","5 L degassed water bath reservoir, made of polypropylene.","mechanical","enclosure",1,30.00,30.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxwxGOIzUebGpATPMBuJV5L729F6TgAlSHtuu2DPjKAdFJjhuoCwRN268sF6h7wYLy5jLeBJSkUpFrWbEnko7xjXs05Egn9tELJF7NfY3f6n1HxHMKW2dXa5kBYkzAzEKBzgnhAaOAdhkPtVGnmLWQdNDqyoL3dhW5Le56obnnh2slMbO18l0IrGltZbUCBsHrZzvXM6NAt3nM3p4HFOvt0ai6W3PbT4z98J2v4DaLLzgLzGxEc2VRBBUSxbpnlYUDjnm2bkpM6BenrgheuW6RJoNjZi9yCO6X4Gq47wDCQNzOIvuepCQPrK8gIr9pt4SypDSsKpQrWqtUtvg9q0MGOo5SjrA4AYc7i4Db5AoScCTDWz4yyvy5qUAy9wq4xBT2vzUbqAU7u0EHGLWaFHy5HADedk17Gs88CFEDWdtImHpmFRDSj2WDSqTsf0QCdwpqD8kgRPO0X2RZ5qGjnZOKEaxrWmLIdaDzQgzdDLpoge7MCGz3qxbt4PRC2RBQDVKtmaTQ9zhd7fGpJYmJ5MPczDVv8RciBQPf5fZ3g0gbkuMaiTPEySjqHJu9IX0hJ397HOCPvxEA5UNpP7CH6W5Zvm6r6X5qTwfYp3mhTsaCtpAMhwpLRguRFC6P9CaUSi7n5A1musfqPyZ3iAgLfUQDa3t"
"Transducer Turret Main Body","Precision Machined Aluminum Turret","Main body of the 8-position motorized rotary turret for transducers, precision machined aluminum.","mechanical","mechanism",1,400.00,400.00,"https://www.amazon.com/s?k=precision+machined+aluminum+turret+rotary"
"Turret Kinematic Mount (T-450)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-450 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Kinematic Mount (T-709)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-709 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Kinematic Mount (T-788)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-788 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Kinematic Mount (T-886)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-886 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Kinematic Mount (T-1013)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-1013 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Kinematic Mount (T-1182)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-1182 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Kinematic Mount (T-1773)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-1773 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Kinematic Mount (T-2000)","Precision Kinematic Mount","Kinematic mount for repeatable positioning of the T-2000 transducer in the turret.","mechanical","mechanism",1,70.00,70.00,"https://www.amazon.com/s?k=precision+kinematic+mount"
"Turret Stepper Motor Mount","","3D printed mount for the turret's stepper motor.","mechanical","3d_printed",1,2.00,2.00,"https://www.amazon.com/s?k=petg+filament"
"X-Axis Linear Rail","MGN12H Linear Rail","MGN12H linear rail for X-axis movement of the primary XYZ stage.","mechanical","mechanism",1,35.00,35.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxbzMrjsDzzFBs2PQOLs655r96QwKb1ahTJpuyhwepFwwHSbjozbxJur9VFFq8X8XlsxiED0OYzaaWjbRLLuQGCJ3JiMw8srXm74EXxUjCd7DIcyERGIq7GBsMWcs6MoEFpCNGgS5DsrdASyjDOmvQZr0EIgqokpHo09Euy9yDsTvScVNYcvangFc4DdbmEIbTMoBDeyKSIml0q6a4O97pEYVLRwSPjpOhC4nyb88tTvAGZWSIlLX9ONX47z3moGZc1GgqyubNSxBHT3qearbT9NRmve3nZ06OiTxpCexZwLH1na6nssbDsFsOfCwIjYhYj6TNS2wP49KZaf51iNlz2jHi4rg76GL3kPmOUY75TRxqOyj2GxdJitBLvCNECqbJmk8YNwfFyOTv15pstyZzni9s2o7zxKekAWH6tiOkyOjFgIpjkDHugKCnjRULRGlchqVhgjZ3qjqSMGnD0tUaV9rXA8q5mG991e7MFuLM0Mb50AfcqQ5A1ttmOsMcG4FkAmQZvmZF4jbQlPHcBclPeuRFVRnaBHzRJI5boFf98VOAXOEtKlFFPfZHO1JCHGfXDStzQ4Qc4Tl6WhzKkC1HF1bFtoROm0woFGxW8vw8svTUamahcbWWB0nE0VMbD8OBdKZzIM5DV1tkiJ2Flo8gmf"
"Y-Axis Linear Rail","MGN12H Linear Rail","MGN12H linear rail for Y-axis movement of the primary XYZ stage.","mechanical","mechanism",1,35.00,35.00,"https://s.click.aliexpress.com/s/fwx308cRD9Eny963e3KDdYxyIpNj8TXVr7saiF9Um5rMUg1kZtJALLnfa2LNXtiVgnxdD8Og6MmvwBoxhnSYQGM6r0c08U4TfX8DFGo7vviCuu3q62Q60OAhRZcqm3G8PtwM69xY7TOEWRrvulP5ukZQ4uQbBBtaVsdr6EffAqVmp3O5GyUANU2DoA3dJufNhDfh7KOlLgKIvRVhDxRESHLmea6fTE26gLUqKEUuuizJiLENrCbax94DZHDu8WhaXM9vQ86gzlqceNPO5w3vwXm4VrBF3x2lAMEl06wgNdTSMiT7cNG4HIdW0JxxbzMrjsDzzFBs2PQOLs655r96QwKb1ahTJpuyhwepFwwHSbjozbxJur9VFFq8X8XlsxiED0OYzaaWjbRLLuQGCJ3JiMw8srXm74EXxUjCd7DIcyERGIq7GBsMWcs6MoEFpCNGgS5DsrdASyjDOmvQZr0EIgqokpHo09Euy9yDsTvScVNYcvangFc4DdbmEIbTMoBDeyKSIml0q6a4O97pEYVLRwSPjpOhC4nyb88tTvAGZWSIlLX9ONX47z3moGZc1GgqyubNSxBHT3qearbT9NRmve3nZ06OiTxpCexZwLH1na6nssbDsFsOfCwIjYhYj6TNS2wP49KZaf51iNlz2jHi4rg76GL3kPmOUY75TRxqOyj2GxdJitBLvCNECqbJmk8YNwfFyOTv15pstyZzni9s2o7zxKekAWH6tiOkyOjFgIpjkDHugKCnjRULRGlchqVhgjZ3qjqSMGnD0tUaV9rXA8q5mG991e7MFuLM0Mb50AfcqQ5A1ttmOsMcG4FkAmQZvmZF4jbQlPHcBclPeuRFVRnaBHzRJI5boFf98VOAXOEtKlFFPfZHO1JCHGfXDStzQ4Qc4Tl6WhzKkC1HF1bFtoROm0woFGxW8vw8svTUamahcbWWB0nE0VMbD8OBdKZzIM5DV1tkiJ2Flo8gmf"
